url,date,name,description,position,task,qualifications,prefer,welfare,endDate,location,stack
https://wanted.co.kr/wd/79538,Mon Jan 30 2023 20:00:30 GMT+0900 (대한민국 표준시),모니터코퍼레이션,모니터코퍼퍼레이션은 전문의와 인터랙션하며 의료영상을 분석하는 인공지능 솔루션을 만들고 있습니다. 고성능의 AI기술과 직관적인 UI를 통해 의사의 업무 효율을 높이고 최종적으로 환자들에게 많은 혜택을 줄 수 있는 솔루션을 개발하고자 합니다.모니터코퍼레이션은 팀원의 자율성을 존중하고  각자 도전적인 과제를 설정하고 능동적으로 수행해 나아가는 기업 문화를 지향합니다. 아직 해결되지 않은 문제를 도전하고자 하는 분들과 함께 성장하고 싶습니다. 많은 관심과 지원 부탁 드립니다.,AI/딥러닝/머신러닝 엔지니어,[주요업무]- 의료영상 분석을 위한 인공지능 알고리즘 R&D- AI / CV 활용한 제품개발을 주도적으로 진행- 제품에 적용할 머신러닝 및 딥러닝 기술 고도화 및 최적화[채용절차]- 역량을 잘 보여줄 수 있는 자유로운 지원서류 제출 (경력기술서  포트폴리오  Github 등)- 실무진 및 임원 면접- 각 절차별로 약 1주 이내 결과 전달,- 관련 분야 학사 이상,- 관련분야 논문 게재 또는 발표 경력이 있으신 분- 딥러닝 활용한 제품 개발 경험 있으신 분,- 개인 장비: 최신 GPU 장착 개발서버  고사양노트북/듀얼모니터 제공- 자기 계발: 월별 자기계발비 지원  개발 도서 구입 지원  직무 관련 교육/세미나비 지원  스터디 모임 지원  해외학회참가 지원- 식사  간식: 고급 커피/간식 무한 제공  석식 제공- 연차  휴가: 자율 휴가제- 근무 형태: 유연 근무- 보험  의료: 종합 검진 제공  경조사비  4대 보험,2023.02.10,강남구 서초동 강남대로 311  드림플러스 강남 9층,
https://wanted.co.kr/wd/144360,Mon Jan 30 2023 20:00:34 GMT+0900 (대한민국 표준시),비트나인,비트나인에서 DB Engineer를 모집합니다.2013년 설립된 비트나인은 국내 유일 그래프데이터베이스 연구개발 전문기업입니다.당사는 연결된 데이터 모델을 저장  분석하는 데이터베이스 솔루션(DBMS)을 제공하고 있으며 유수의 글로벌 빅테크 기업들이 그래프 데이터베이스를 적극 활용해 새로운 가치 창출과 혁신을 주도하고 있습니다.당사는 2020년 제 19회 소프트웨어 기업경쟁력 대상 수상  미국 아파치재단 인큐베이션 프로젝트 선정(AGE) 등 지속적인 성장세를 보이고 있으며  2021년에는 데이터베이스 기업 최초로 코스닥에 상장을 하였습니다.비트나인과 함께 미래를 이끌어갈 도전적인 인재를 찾습니다.,백엔드 개발자 2(개발팀원),• Java를 활용한 Backend 개발 최소 7년 이상• JPA  Hibernate등 ORM사용과 도메인 모델링 경험 5년 이상• Jenkins 등을 통해 빌드/테스트/배포 자동화 경험을 보유한 사람• PM 혹은 PL 경험을 1회 이상 가진 사람• 담당한 프로젝트에 대한 아키텍처 설계가 가능한 사람,• 개발자 업력 10년 이상• Java  Nodejs  Python 경력자• 컴퓨터 관련 학과를 전공하거나 부전공 등으로 졸업한 사람• Linux/Unix 등 기본적인 OS 지식 보유,• 프로젝트 PL 경험을 지닌 사람• Kubernetes/Docker 사용 및 개발경험이 있는 사람• 기술적인 의견 공유 및 소통에 거부감이 없는 사람• 영어 소통이 어느 정도 가능한 사람• 개발적인 측면에 있어 새로운 기술에 대해 관심이 많은 사람• 본인이 수행한 업무를 체계적으로 문서화할 수 있는 사람• 단순히 하달된 업무 처리가 아닌  해당 업무에 대한 개선 사항 도출이나 추가 로직 구상에 흥미를 가진 사람,• 주5일(월~금  근무시간: 8시30분~5시30분)• 4대보험  퇴직연금  연차  반차• 점심식사 제공• 휴게실  라운지(차  캡슐커피 무제한  음료  간식 무제한 등)• 각종 경조사 지원  채용검진 및 종합건강검진 지원• 워크샵  사내동호회 활동 지원  팀활동비 지원• 복지포인트(선택적 복지제도) 지급• 직무관련 교육비 지원  도서구매 지원 등• 사무용품 지급  업무용 노트북 및 듀얼모니터 등 지급• 사내 추천 채용 포상금제도  청년내일채움공제 등• 회사에서는 부서별 해당 업무 전문가 인력으로 구성되어 업무를 진행합니다.  • 우리 부서는 DB와 데이터처리관련 업무를 하며  원리이해를 바탕으로 자신감과 함께 즐겁게    업무를 진행합니다.• 자신감은 성격과 스킬에서 얻어지기 보다  적극적인 관심과 노력에서 나온다고 생각합니다.• 혼자서만 하는 업무가 아니라  공유하고 같이 해결해 가는 분위기에서 Communication을   중요하게 생각합니다.#휴게실 #자기계발 #도서구매비 #식비 #건강검진 #복지포인트 #문화비 #커피 차 간식제공 #중식제공,상시,서울특별시 강남구 테헤란로 516 4층,
https://wanted.co.kr/wd/144359,Mon Jan 30 2023 20:00:37 GMT+0900 (대한민국 표준시),비트나인,비트나인에서 DB Engineer를 모집합니다.2013년 설립된 비트나인은 국내 유일 그래프데이터베이스 연구개발 전문기업입니다.당사는 연결된 데이터 모델을 저장  분석하는 데이터베이스 솔루션(DBMS)을 제공하고 있으며 유수의 글로벌 빅테크 기업들이 그래프 데이터베이스를 적극 활용해 새로운 가치 창출과 혁신을 주도하고 있습니다.당사는 2020년 제 19회 소프트웨어 기업경쟁력 대상 수상  미국 아파치재단 인큐베이션 프로젝트 선정(AGE) 등 지속적인 성장세를 보이고 있으며  2021년에는 데이터베이스 기업 최초로 코스닥에 상장을 하였습니다.비트나인과 함께 미래를 이끌어갈 도전적인 인재를 찾습니다.,백엔드 개발자 1팀(개발팀원),• Java를 활용한 Backend 개발 최소 5년 이상• JPA  Hibernate등 ORM사용과 도메인 모델링 경험 3년 이상• Jenkins 등을 통해 빌드/테스트/배포 자동화 경험을 보유한 사람,• 개발자 업력 5년 이상• Java  Nodejs  Python 경력자• 컴퓨터 관련 학과를 전공하거나 부전공 등으로 졸업한 사람• Linux/Unix 등 기본적인 OS 지식 보유,• 프로젝트 PL 경험을 지닌 사람• Kubernetes/Docker 사용 및 개발경험이 있는 사람• 기술적인 의견 공유 및 소통에 거부감이 없는 사람• 영어 소통이 어느 정도 가능한 사람• 개발적인 측면에 있어 새로운 기술에 대해 관심이 많은 사람• 본인이 수행한 업무를 체계적으로 문서화할 수 있는 사람• 단순히 하달된 업무 처리가 아닌  해당 업무에 대한 개선 사항 도출이나 추가 로직 구상에 흥미를 가진 사람,• 주5일(월~금  근무시간: 8시30분~5시30분)• 4대보험  퇴직연금  연차  반차• 점심식사 제공• 휴게실  라운지(차  캡슐커피 무제한  음료  간식 무제한 등)• 각종 경조사 지원  채용검진 및 종합건강검진 지원• 워크샵  사내동호회 활동 지원  팀활동비 지원• 복지포인트(선택적 복지제도) 지급• 직무관련 교육비 지원  도서구매 지원 등• 사무용품 지급  업무용 노트북 및 듀얼모니터 등 지급• 사내 추천 채용 포상금제도  청년내일채움공제 등• 회사에서는 부서별 해당 업무 전문가 인력으로 구성되어 업무를 진행합니다.  • 우리 부서는 DB와 데이터처리관련 업무를 하며  원리이해를 바탕으로 자신감과 함께 즐겁게    업무를 진행합니다.• 자신감은 성격과 스킬에서 얻어지기 보다  적극적인 관심과 노력에서 나온다고 생각합니다.• 혼자서만 하는 업무가 아니라  공유하고 같이 해결해 가는 분위기에서 Communication을   중요하게 생각합니다.#휴게실 #자기계발 #도서구매비 #식비 #건강검진 #복지포인트 #문화비 #커피 차 간식제공 #중식제공,상시,서울특별시 강남구 테헤란로 516 4층,
https://wanted.co.kr/wd/144358,Mon Jan 30 2023 20:00:42 GMT+0900 (대한민국 표준시),비트나인,비트나인에서 DB Engineer를 모집합니다.2013년 설립된 비트나인은 국내 유일 그래프데이터베이스 연구개발 전문기업입니다.당사는 연결된 데이터 모델을 저장  분석하는 데이터베이스 솔루션(DBMS)을 제공하고 있으며 유수의 글로벌 빅테크 기업들이 그래프 데이터베이스를 적극 활용해 새로운 가치 창출과 혁신을 주도하고 있습니다.당사는 2020년 제 19회 소프트웨어 기업경쟁력 대상 수상  미국 아파치재단 인큐베이션 프로젝트 선정(AGE) 등 지속적인 성장세를 보이고 있으며  2021년에는 데이터베이스 기업 최초로 코스닥에 상장을 하였습니다.비트나인과 함께 미래를 이끌어갈 도전적인 인재를 찾습니다.,시니어급 c 개발자 (Project Design 팀원),•  c개발자•  백엔드 개발자,• C 개발자 업력 3년 이상• C 언어 기초  자료구조  알고리즘 학과 성적 B 이상• RDB에 관심 있는 사람,• Graph Database에 대해 관심이 있거나 사용해본 사람• 기술적인 의견 공유 및 소통에 거부감이 없는 사람• 영어 소통이 어느 정도 가능한 사람• 개발적인 측면에 있어 새로운 기술에 대해 관심이 많은 사람• 본인이 수행한 업무를 체계적으로 문서화할 수 있는 사람• 단순히 하달된 업무 처리가 아닌  해당 업무에 대한 개선 사항 도출이나 추가 로직 구상에 흥미를 가진 사람,• 주5일(월~금  근무시간: 8시30분~5시30분)• 4대보험  퇴직연금  연차  반차• 점심식사 제공• 휴게실  라운지(차  캡슐커피 무제한  음료  간식 무제한 등)• 각종 경조사 지원  채용검진 및 종합건강검진 지원• 워크샵  사내동호회 활동 지원  팀활동비 지원• 복지포인트(선택적 복지제도) 지급• 직무관련 교육비 지원  도서구매 지원 등• 사무용품 지급  업무용 노트북 및 듀얼모니터 등 지급• 사내 추천 채용 포상금제도  청년내일채움공제 등• 회사에서는 부서별 해당 업무 전문가 인력으로 구성되어 업무를 진행합니다.  • 우리 부서는 DB와 데이터처리관련 업무를 하며  원리이해를 바탕으로 자신감과 함께 즐겁게    업무를 진행합니다.• 자신감은 성격과 스킬에서 얻어지기 보다  적극적인 관심과 노력에서 나온다고 생각합니다.• 혼자서만 하는 업무가 아니라  공유하고 같이 해결해 가는 분위기에서 Communication을   중요하게 생각합니다.#휴게실 #자기계발 #도서구매비 #식비 #건강검진 #복지포인트 #문화비 #커피 차 간식제공 #중식제공,상시,서울특별시 강남구 테헤란로 516 4층,
https://wanted.co.kr/wd/122838,Mon Jan 30 2023 20:00:45 GMT+0900 (대한민국 표준시),샤플,안녕하세요 샤플 대표 진창수입니다.샤플(SHAPL)은 전 세계 48개국 디자이너들의 디자인 IP를 통한 다양한 사업화 서비스를 하고 있는 플랫폼 서비스입니다.샤플 디자인 콘테스트와 샤플 온라인 제조 서비스 등 디자인 콘텐츠를 통한 서비스에서 좋은 성과를 만들어 내며 성장하고 있는 중입니다.2022년에는 신규 서비스인 NFT블록체인 기술을 도입한  샤플레이(SHAPLEI)를 글로벌 서비스를 런칭하여 디자인 IP와 블록체인 기술을 적용한 새로운 패션 테크 분야를 선도하는 플랫폼 서비스를 시작하였습니다.디자이너의 그래픽을 한정판으로 옷에 프린트하고 그것을 블록체인화하여 전 세계 어디든 같은 그래픽의 옷을 구매한 고객들이 서로 소통하고  그 안에서 제품을 재 판매할 수 있는 플랫폼 서비스입니다.샤플은 이렇게 다양한 서비스를 운영하고 있으며  2023년에는 신규 서비스로 B2C 앱 서비스를 런칭 준비중에 있습니다. 기존 서비스와 다르게 광고중심의 개인화 앱서비스에 초첨이 되어 있어서 이분야 특화된 서비스 운영자 및 마케터를 모집합니다.  지원하는 여러분의 기술력과 상상력이 서비스에 대해져서 더욱 놀라운 서비스로 탄생할 것입니다.자율 출근제와 맥북 노트북 등 개발자에게 최적화된 근무 환경을 제공하는 것과 동시에 회사가 빠르게 성장하는 것만큼의 확실한 인센티브가 주어지는 샤플에 기획자 여러분들의 많은 관심과 지원 부탁드립니다.지원 후 인터뷰를 해보시면 회사의 비전과 성장력이 더욱 느껴지실 겁니다!,B2C 앱 서비스 기획 및 운영,• 플랫폼 서비스 기획 및 운영• 플랫폼 서비스 개발 전략• 개발 화면 설계 및 스토리보드 작성 (개발문서작성 및 PM),• 앱 서비스 개발 및 기획• 플랫폼 개발 기획• 서비스 배포 및 운영,• 스타트업 경험자• 영어 능통자• 게임 앱 기획 경험자• 광고 플랫폼 기획 경험자,• 맥북 노트북• 자율출근제• 성과금,상시,강남구 삼성로 560,
https://wanted.co.kr/wd/143448,Mon Jan 30 2023 20:00:49 GMT+0900 (대한민국 표준시),릴리스타일(LiLi Style),LiLi Style은 인도네시아의 로컬 여성 의류 e-commerce platform으로 이미 백만명이 넘는 유저들이 사용해본 빠르게 성장하고 있는 앱을 운영하고 있습니다.인도네시아는 2억8천만명의 세계 4대 경제대국으로 전세계에서 가장 빠르게 Digitalization이 이루어지며 e-commerce가 급성장하고 있으며  젊은 인구구조와 두터운 중산층을 기반으로 투자자들에게 높은 관심을 받는 시장인 반면  아직 스타트업 생태계가 약해 경쟁이 덜한 매력적인 시장입니다.쿠팡과 같은 거대 커머스 기업들은 존재하지만 지그재그  에이블리와 같은 Vertical e-commerce 사업자가 없다는 기회를 포착하여 사업을 진행하고 있습니다.투자업계에서 일하며 동남아에서 조단위 수익의 IPO를 수행하고 테크투자를 담당했던 대표가 기회를 포착 창업하여 2022년 4월 350억 밸류로 100억의 시리즈 A 투자를 한국과 인도네시아 투자자들로 부터 유치하였고  카카오  오늘의 집 등 커머스 출신 개발자  PO  마케터를 중심으로 팀을 확장하고 있습니다.,백엔드 개발자,• ‘LiLi’앱을 위한 MSA 서버 어플리케이션을 개발해요.• PO와 함께 더 나은 프로덕트를 만들기 위해 필요한 작업을 해요.백엔드 기술 스택:• 언어 / 프레임워크: Golang / Gin  Typescript / NestJs• 인프라: AWS    - EKS에서 운영하고 istio를 통해서 트래픽을 관리하고 있어요.    - 데이터베이스: Aurora MySQL  Aurora PostgreSQL• 배포: Github action  ArgoCD를 이용해서 canary 배포 하고 있어요.• 모니터링: datadog  prometheus  grafana 등을 이용해서 Observability를 관리하고 있어요.전형 절차:• 서류 전형 → 리모트 미팅 → 기술 인터뷰 → 처우협의 → 최종 합격• 리모트 미팅은 지원자가 릴리 스타일에 대해서 궁금한것을 물어보고  서로의 fit을 확인하는 과정이에요.   약 30분간 진행될 예정이에요.• 기술 인터뷰는 지원자의 경험을 기반으로 기술 지식과 문제 해결 과정 등을 확인하는 과정이에요.   약 1시간 ~ 1시간 30분 정도 진행되며 별도의 코딩 테스트는 없어요.,• 문제 해결 역량을 보여주는 2년 이상의 경력• Golang  Python  Typescript  Javascript 중 1개 이상의 언어에 익숙하신 분• 뛰어난 커뮤니케이션 역량• 좋은 프로덕트를 만드는데 집중하고 그 과정에서 문제해결을 통해 같이 성장할수 있는 분,• 스쿼드 조직에서 다양한 직군의 동료들과 협업해본 경험이 있으신 분• 학습능력이 뛰어나신 분• 비즈니스 드리븐 개발을 지향하시는 분• 코드리뷰를 경험 해보신 분,• 직전 연봉 30% 인상• 스톡옵션 부여• 최신형 맥북 프로  모니터 지원• 리모트 근무 가능• 기술서적 구매 지원,상시,서울 강남구 테헤란로 431 저스트코타워 1-15층,
https://wanted.co.kr/wd/142703,Mon Jan 30 2023 20:00:53 GMT+0900 (대한민국 표준시),릴리스타일(LiLi Style),LiLi Style은 인도네시아의 로컬 여성 의류 e-commerce platform으로 이미 백만명이 넘는 유저들이 사용해본 빠르게 성장하고 있는 앱을 운영하고 있습니다.인도네시아는 2억8천만명의 세계 4대 경제대국으로 전세계에서 가장 빠르게 Digitalization이 이루어지며 e-commerce가 급성장하고 있으며  젊은 인구구조와 두터운 중산층을 기반으로 투자자들에게 높은 관심을 받는 시장인 반면  아직 스타트업 생태계가 약해 경쟁이 덜한 매력적인 시장입니다.쿠팡과 같은 거대 커머스 기업들은 존재하지만 지그재그  에이블리와 같은 Vertical e-commerce 사업자가 없다는 기회를 포착하여 사업을 진행하고 있습니다.투자업계에서 일하며 동남아에서 조단위 수익의 IPO를 수행하고 테크투자를 담당했던 대표가 기회를 포착 창업하여 2022년 4월 350억 밸류로 100억의 시리즈 A 투자를 한국과 인도네시아 투자자들로 부터 유치하였고  카카오  오늘의 집 등 유니콘 출신 개발자  PO  마케터를 중심으로 팀을 확장하고 있습니다.,프론트엔드 개발자,• 파트너 사이트  백오피스를 개발해요.• 서비스에 노출되는 웹뷰를 개발해요.• 사용자가 더 좋은 경험을 할수있게 고민해요.전형 절차:• 서류 전형 → 리모트 미팅 → 기술 인터뷰 → 처우협의 → 최종 합격• 리모트 미팅은 지원자가 릴리 스타일에 대해서 궁금한것을 물어보고  서로의 fit을 확인하는 과정이에요.   약 30분간 진행될 예정이에요.• 기술 인터뷰는 지원자의 경험을 기반으로 기술 지식과 문제 해결 과정 등을 확인하는 과정이에요.   약 1시간 ~ 1시간 30분 정도 진행되며 별도의 코딩 테스트는 없어요.,• 문제 해결 역량을 보여주는 2년 이상의 경력• React  Typescript 에 익숙하신 분• 뛰어난 커뮤니케이션 역량• 좋은 프로덕트를 만드는데 집중하고 그 과정에서 문제해결을 통해 같이 성장할수 있는 분,• 스쿼드 조직에서 다양한 직군의 동료들과 협업해본 경험이 있으신 분• 학습능력이 뛰어나신 분• 비즈니스 드리븐 개발을 지향하시는 분• 코드리뷰를 경험 해보신 분,• 직전 연봉 30% 인상• 스톡옵션 부여• 최신형 맥북 프로  모니터 지원• 리모트 근무 가능• 기술서적 구매 지원,상시,서울 강남구 테헤란로 431 저스트코타워 1-15층,
https://wanted.co.kr/wd/128566,Mon Jan 30 2023 20:00:56 GMT+0900 (대한민국 표준시),이노디스,Smart Biz  Smart Answer! 혁신적인 마인드  불굴의 도전정신  꺼지지 않는 열정  그리고  팀워크! 이노디스가 바라보는 인재상입니다. +함께 성정해 갈 인재라면 지금 도전하십시오. 이노디스는 2003년에 설립된 안정적인 기업으로 중소기업청이 선정한 우수중소기업입니다. 서울 송파구 송파대로 201(문정동)에 위치하고 있으며  사원수 약 40여명 규모의 회사입니다. 매년 공공 eBI 부문 40여개 사업을 수행중이며  온라인 및 모바일 서비스 구축  빅테이터 분석 기반 솔루션 개발과 브랜드 커뮤니케이션 등 사업을 하고 있습니다.• 근무일시 : 주 5일(월~금) 08:30~17:30• 근무지역 : (05854) 서울 송파구 송파대로 201 송파 테라타워2 A동 1319호(문정동) - 서울 8호선 문정역 에서 300m 이내• 전형절차 :  서류전형 -＞ 1차실무면접 -＞ 2차임원면접 -＞ 최종합격,공공기관 JAVA 웹개발 운영,• Web 개발 운영• 이슈 및 리스크 관리• 각 부서 간 협업 커뮤니케이션,• 경력 : 웹개발 경력 7년↑•  JSP/JAVA 3년 이상,• 공공기관 프로젝트 및 관련 업무 경험자•  Spring 또는 전자정부 프레임워크 경력자•  DB(Oracle  MySQL  MariaDB 등) 경력자•  팀장 경력자  PL 경력자,ㆍ티/커피바 운영ㆍ명절선물/경조사 지원ㆍ부서운영비/직무교육비 지원ㆍ업무관련 도서비 지원ㆍ독감예방주사 지원ㆍ반차/연차/대체휴무 제도 운영,2023.02.17,서울특별시 송파구 송파대로 201  테라타워2 A동 1319호,
https://wanted.co.kr/wd/133072,Mon Jan 30 2023 20:01:00 GMT+0900 (대한민국 표준시),이노디스,Smart Biz  Smart Answer! 혁신적인 마인드  불굴의 도전정신  꺼지지 않는 열정  그리고  팀워크! 이노디스가 바라보는 인재상입니다. +함께 성장해 갈 인재라면 지금 도전하십시오. 이노디스는 2003년에 설립된 안정적인 기업으로 중소기업청이 선정한 우수중소기업입니다. 서울 송파구 송파대로 201(문정동)에 위치하고 있으며  사원수 약 40여명 규모의 회사입니다. 매년 공공 eBI 부문 40여개 사업을 수행중이며  온라인 및 모바일 서비스 구축  빅테이터 분석 기반 솔루션 개발과 브랜드 커뮤니케이션 등 사업을 하고 있습니다.,JAVA 웹개발 구축,• 신규 사이트 구축 및 고도화• 이슈 및 리스크 관리• 각 부서 간 협업 커뮤니케이션,• 경력 : 웹개발 경력 3년↑,• Spring 또는 전자정부프레임워크 경력자• DB(Oracle  MySQL  MariaDB 등) 경력자,• 티/커피바 운영• 명절선물/경조사 지원• 부서운영비/직무교육비 지원• 업무관련 도서비 지원• 독감예방주사 지원• 반차/연차/대체휴무 제도 운영• 근무일시 : 주 5일(월~금) 08:30~17:30• 전형절차 :  서류전형 -＞ 1차면접(실무) -＞ 2차면접(임원) -＞ 최종합격 (협의가능),2023.02.17,서울특별시 송파구 송파대로 201  테라타워2 A동 1319호,
https://wanted.co.kr/wd/92979,Mon Jan 30 2023 20:01:04 GMT+0900 (대한민국 표준시),유섭,유섭은 2021년 영상 번역 서비스 고도화 프로젝트를 기반으로 시작되었습니다.현재 서브업(Subup)이라는 번역 의뢰 서비스를 운영하고 있으며 HYBE  카카오엔터  채널A 등 다수의 고객사와 함께 성장하는 중입니다.번역 서비스 업체를 직접 운영하며 얻은 시장에 대한 이해를 바탕으로 가장 적합한 자연어를 사용할 수 있는 번역 기능을 연구 및 개발하고 있으며 이를 활용하여 국내를 넘어 글로벌 시장을 향해 나아갈 웹 서비스(SaaS)를 제공하고자 합니다.현재 대부분 영상 제작자들은 90년대와 똑같은 방식으로 영상 자막 제작을 의뢰하고 있는 만큼  SaaS 기반의 영상 번역 플랫폼을 영상 제작자 및 기업에게 제공함으로써 영상 번역 및 자막 제작 분야에 새로운 가치를 더하는 것을 목표로 하고 있습니다.프로젝트 초기 단계부터 시작하여 새롭게 도전하고 동료와 함께 성장할 수 있는 기회를 만들어 나갈 수 있습니다. 성장과 도전을 동시에 경험할 열정을 가진 동료를 기다리고 있습니다.＜문화＞일을 즐기는 문화 지향사람 스트레스 없는 문화 지향가장 효율적인 방식으로 업무 진행수평 문화 | '님' 호칭,프론트엔드 개발자 Software Engineer (3년 이상),＜주요업무＞영상 편집기 웹사이트 신규 개발웹 서비스 성능 최적화＜Language | Framework＞Node.js (Next.js)HTML | CSS | JavaScript | TypeScriptReact  Recoil  Tailwind CSS＜Build / Deploy＞Jest  React-Testing-LibraryGithub actions＜Infrastructures＞Kubernetes  DockerAWS (S3  ECR  EC2),JavaScript  HTML  CSS에 대한 이해가 있으신 분Next.js / React 개발 경험이 있으신 분 Git을 올바르게 사용하고 이를 통한 협업이 가능하신 분프론트 개발경력 3년+,Recoil 등 상태 관리 라이브러리를 사용한 경험이 있으신 분 디자이너와 함께 협업을 통해 서비스 개발 경험이 있으신 분기본 영어 의사소통이 가능하신 분팀 리드 경험이 있으신 분,자유로운 휴가 사용 + 무제한 (무급) 휴가 주 40시간 유연 근무제 (자율 출근 시간 9am~11am)점심  간식 지원운동 등 자기개발비 지원노트북  키보드  마우스  모니터 지급 (1년에 100만원씩 장비 교체비 부여) 매년 건강 검진 지원 OTT 계정 제공 (10개+ Netflix  Watcha 등)함께 성장하는 반려식물 지원 (식물 선택 가능)6개월 연봉협상,상시,패스트파이브 강남 5호점 | 강남역 3번출구 보도 2분,
